motion,mIntv,soa,i1,i2,i3,i4,i5,i6,resp,rt,sub,Am,Gm
2,1,80,7,28,14,14,28,7,0,0.268438164761392,4,16.3333333333333,14
2,2,170,5,5,14,23,23,14,1,2.39918340083022,4,14,11.7203871786732
2,1,140,14,28,28,7,14,7,1,0.363065288357575,4,16.3333333333333,14
2,3,230,17,14,11,11,14,17,0,0.729834445754022,4,14,13.7823480810476
1,1,230,14,7,28,7,28,14,1,0.374335099536438,4,16.3333333333333,14
1,1,170,28,14,7,28,14,7,1,0.402922528322961,4,16.3333333333333,14
1,3,140,17,14,17,11,11,14,1,0.581684379624676,4,14,13.7823480810476
1,2,50,14,23,5,23,14,5,0,0.556420909075314,4,14,11.7203871786732
2,3,140,14,11,17,14,17,11,1,0.943056790895753,4,14,13.7823480810476
1,1,80,7,28,14,28,14,7,1,1.77351672015175,4,16.3333333333333,14
1,3,170,17,17,14,11,11,14,1,0.703704407306759,4,14,13.7823480810476
2,1,110,7,7,28,14,28,14,0,0.456342935014618,4,16.3333333333333,14
1,2,110,23,5,5,14,23,14,1,2.03697080842812,4,14,11.7203871786732
2,2,50,14,14,23,5,23,5,0,0.203062586421765,4,14,11.7203871786732
1,2,80,5,14,23,5,14,23,0,0.425964123306585,4,14,11.7203871786732
1,2,170,5,23,14,23,14,5,1,0.840654412946606,4,14,11.7203871786732
1,3,230,11,17,11,17,14,14,0,6.56709817877345,4,14,13.7823480810476
2,1,170,14,7,14,7,28,28,1,1.46341138394746,4,16.3333333333333,14
1,1,110,7,7,14,28,28,14,1,0.311652873670027,4,16.3333333333333,14
2,3,50,11,14,14,17,11,17,0,0.418501844807906,4,14,13.7823480810476
1,3,140,14,11,11,14,17,17,1,0.331220144563304,4,14,13.7823480810476
1,1,80,7,14,7,28,14,28,1,5.06576418721488,4,16.3333333333333,14
1,1,170,7,28,28,14,14,7,1,0.456725338254728,4,16.3333333333333,14
1,2,230,23,14,23,5,14,5,1,0.289319420720858,4,14,11.7203871786732
1,3,140,11,14,11,17,17,14,1,0.38013842518103,4,14,13.7823480810476
1,1,170,28,7,14,14,28,7,1,0.182757279267207,4,16.3333333333333,14
2,1,80,28,7,14,28,14,7,1,0.281650660788728,4,16.3333333333333,14
2,3,110,14,11,11,17,14,17,1,0.302409430119042,4,14,13.7823480810476
1,2,110,5,5,23,14,14,23,1,0.267212035337252,4,14,11.7203871786732
2,3,200,17,14,11,11,17,14,1,0.489946815672738,4,14,13.7823480810476
2,1,230,7,7,28,28,14,14,1,0.182627860425782,4,16.3333333333333,14
2,2,110,5,5,23,14,23,14,1,0.165520942226067,4,14,11.7203871786732
1,1,200,28,7,28,14,7,14,1,0.276317372226003,4,16.3333333333333,14
1,2,140,5,23,14,14,5,23,1,0.230977022949446,4,14,11.7203871786732
2,2,200,14,5,5,23,23,14,1,0.119754991199443,4,14,11.7203871786732
2,2,50,14,5,5,14,23,23,1,0.230600363971462,4,14,11.7203871786732
1,3,50,11,17,17,14,14,11,0,0.781413132038324,4,14,13.7823480810476
2,2,170,14,23,5,14,23,5,1,0.900580430273294,4,14,11.7203871786732
1,2,200,5,5,23,14,14,23,1,2.0451340110385,4,14,11.7203871786732
2,3,230,17,11,14,11,17,14,1,2.15313313545539,4,14,13.7823480810476
1,3,80,11,11,17,14,17,14,0,0.167172673398454,4,14,13.7823480810476
1,1,170,7,7,28,14,14,28,0,0.0579498894412609,4,16.3333333333333,14
2,3,110,17,11,14,14,17,11,0,0.170832332666578,4,14,13.7823480810476
1,1,200,7,14,7,14,28,28,1,0.157568352557064,4,16.3333333333333,14
1,1,140,7,28,14,14,7,28,1,0.222320798688088,4,16.3333333333333,14
1,3,80,17,14,17,11,11,14,0,1.08918992908457,4,14,13.7823480810476
1,3,200,14,14,17,17,11,11,1,2.71957909878529,4,14,13.7823480810476
2,1,110,28,28,7,7,14,14,0,0.947380081680421,4,16.3333333333333,14
2,1,50,14,28,7,14,28,7,0,0.201863870063789,4,16.3333333333333,14
2,1,50,7,7,14,28,28,14,0,0.166632543531705,4,16.3333333333333,14
1,1,230,28,14,7,28,14,7,0,0.123422533792109,4,16.3333333333333,14
2,3,230,14,14,11,17,17,11,0,0.302263124348428,4,14,13.7823480810476
2,3,170,14,11,17,14,11,17,0,0.889040744006707,4,14,13.7823480810476
1,3,110,11,14,17,14,17,11,1,1.28762989525148,4,14,13.7823480810476
2,2,80,5,23,14,5,14,23,0,1.10603019018799,4,14,11.7203871786732
2,3,200,17,11,14,11,17,14,1,0.902461134976875,4,14,13.7823480810476
2,3,110,11,17,14,14,11,17,0,1.34292690897291,4,14,13.7823480810476
2,1,80,28,14,7,14,7,28,0,0.719297449120859,4,16.3333333333333,14
1,2,110,23,14,5,14,5,23,1,0.161935247860129,4,14,11.7203871786732
1,2,170,5,14,23,23,5,14,1,0.826717782675587,4,14,11.7203871786732
2,2,140,23,14,5,14,5,23,1,0.81337775499469,4,14,11.7203871786732
2,1,170,28,14,7,14,28,7,0,1.24583734249245,4,16.3333333333333,14
1,3,230,11,14,11,17,17,14,1,0.254211208625748,4,14,13.7823480810476
1,1,200,14,28,28,7,7,14,0,0.706989166965286,4,16.3333333333333,14
2,3,200,11,14,14,17,11,17,1,0.171639642179798,4,14,13.7823480810476
2,1,200,7,14,28,14,7,28,0,0.912346112677369,4,16.3333333333333,14
2,3,170,14,17,11,14,17,11,1,0.740883956186735,4,14,13.7823480810476
2,2,140,23,5,14,5,23,14,1,0.425443429197003,4,14,11.7203871786732
2,3,230,17,11,17,14,11,14,1,0.322173802908765,4,14,13.7823480810476
1,1,200,7,14,7,14,28,28,1,0.254901520137537,4,16.3333333333333,14
1,1,50,28,28,7,14,7,14,0,0.351656220160294,4,16.3333333333333,14
1,2,80,5,14,23,23,5,14,0,0.228451453323942,4,14,11.7203871786732
1,3,200,14,14,11,11,17,17,1,1.10518625348141,4,14,13.7823480810476
2,1,140,7,28,28,14,14,7,0,0.611642957912409,4,16.3333333333333,14
1,1,170,14,28,28,7,14,7,0,0.608205561763498,4,16.3333333333333,14
2,3,50,11,11,17,14,17,14,0,0.338843600758082,4,14,13.7823480810476
1,2,80,23,14,5,14,5,23,0,0.233678495583263,4,14,11.7203871786732
2,2,170,14,23,23,14,5,5,0,0.456476767313688,4,14,11.7203871786732
1,3,110,17,17,11,14,14,11,0,0.861140092958522,4,14,13.7823480810476
2,2,230,23,5,5,14,14,23,1,0.153620908733501,4,14,11.7203871786732
2,1,80,7,14,14,28,28,7,0,0.164439291535928,4,16.3333333333333,14
2,3,50,17,14,14,11,17,11,0,0.285344165342394,4,14,13.7823480810476
2,2,170,14,14,5,23,5,23,0,1.31005532407198,4,14,11.7203871786732
2,3,230,17,14,11,14,11,17,1,0.22034670460198,4,14,13.7823480810476
1,3,110,17,17,11,11,14,14,0,0.191165601750072,4,14,13.7823480810476
2,3,140,11,14,17,17,11,14,1,0.435989192596935,4,14,13.7823480810476
1,2,80,14,23,14,23,5,5,0,0.282711973479309,4,14,11.7203871786732
1,3,200,17,14,11,14,17,11,1,1.02345869516921,4,14,13.7823480810476
1,2,170,14,23,5,23,5,14,1,1.36995587566889,4,14,11.7203871786732
1,3,230,17,11,14,11,14,17,0,0.890290955725504,4,14,13.7823480810476
2,1,50,28,7,14,7,28,14,0,0.228756192477704,4,16.3333333333333,14
2,1,80,7,28,14,7,28,14,0,0.165562700911323,4,16.3333333333333,14
1,1,110,28,7,14,7,14,28,0,0.920345573726081,4,16.3333333333333,14
2,2,110,14,23,23,5,5,14,0,0.0668506508773135,4,14,11.7203871786732
1,2,170,23,14,5,14,23,5,1,0.347646205977071,4,14,11.7203871786732
2,2,50,14,23,23,5,5,14,0,0.51446294185007,4,14,11.7203871786732
2,2,110,14,5,5,23,14,23,1,0.261123037883408,4,14,11.7203871786732
1,3,50,14,11,14,11,17,17,0,0.277980486662273,4,14,13.7823480810476
2,2,200,5,23,14,5,14,23,1,0.320771041164335,4,14,11.7203871786732
2,3,110,14,14,17,11,17,11,1,0.999518596743656,4,14,13.7823480810476
2,2,230,5,5,14,14,23,23,1,0.357996611814997,4,14,11.7203871786732
1,2,170,5,14,14,5,23,23,0,1.76863696143209,4,14,11.7203871786732
2,3,80,11,14,11,17,14,17,0,0.238862625041293,4,14,13.7823480810476
2,1,80,28,28,7,14,14,7,0,0.343575369524842,4,16.3333333333333,14
1,2,200,23,5,14,23,14,5,1,0.266296295347274,4,14,11.7203871786732
1,1,170,7,7,14,14,28,28,1,0.469028808462099,4,16.3333333333333,14
2,1,170,28,28,14,14,7,7,1,1.06164858392731,4,16.3333333333333,14
2,2,200,14,23,5,14,5,23,0,0.658124667384982,4,14,11.7203871786732
2,1,230,7,14,14,28,7,28,1,1.12457436954264,4,16.3333333333333,14
1,3,50,11,17,11,14,17,14,0,0.125075821329119,4,14,13.7823480810476
2,1,110,28,7,14,14,7,28,0,0.779944442849228,4,16.3333333333333,14
2,2,50,14,14,23,5,23,5,0,0.180587023120097,4,14,11.7203871786732
1,1,140,28,14,28,7,7,14,1,1.93134862083753,4,16.3333333333333,14
1,3,170,14,11,14,11,17,17,1,0.205480699236432,4,14,13.7823480810476
2,2,170,23,14,5,14,5,23,0,0.578287550451932,4,14,11.7203871786732
1,3,110,17,17,14,11,11,14,0,0.344948793424919,4,14,13.7823480810476
2,2,230,5,14,14,23,23,5,1,0.827710558945,4,14,11.7203871786732
1,1,80,7,7,28,14,28,14,1,0.972257329505737,4,16.3333333333333,14
2,1,200,7,14,28,7,14,28,1,0.276633114950528,4,16.3333333333333,14
1,3,170,11,17,17,14,11,14,1,0.47937841356088,4,14,13.7823480810476
1,2,80,23,5,14,14,5,23,0,0.400129670032584,4,14,11.7203871786732
2,1,140,7,28,14,14,28,7,0,0.633833890739879,4,16.3333333333333,14
2,3,200,11,17,11,14,14,17,0,3.42838103928534,4,14,13.7823480810476
1,3,200,14,17,11,17,11,14,1,0.113890140291915,4,14,13.7823480810476
2,3,200,14,17,11,14,11,17,1,0.174695815519044,4,14,13.7823480810476
1,2,140,14,23,5,14,23,5,1,1.27156663590904,4,14,11.7203871786732
1,3,200,17,11,14,14,17,11,1,0.395866427094006,4,14,13.7823480810476
1,1,230,7,28,7,14,14,28,1,0.218569727448084,4,16.3333333333333,14
2,2,80,23,5,5,23,14,14,0,0.361419703695901,4,14,11.7203871786732
2,3,140,17,17,11,11,14,14,0,2.16816869055583,4,14,13.7823480810476
2,2,200,23,5,23,5,14,14,0,0.954140567659124,4,14,11.7203871786732
1,1,230,14,7,14,28,7,28,1,0.174577911519009,4,16.3333333333333,14
1,1,230,7,7,14,14,28,28,1,0.375278899197838,4,16.3333333333333,14
1,1,230,28,7,14,7,14,28,1,0.577879478477371,4,16.3333333333333,14
1,3,140,11,17,14,14,11,17,1,1.31850935629973,4,14,13.7823480810476
1,3,200,17,14,11,11,14,17,1,0.834803373832074,4,14,13.7823480810476
2,2,80,5,23,14,5,14,23,0,0.305457772765294,4,14,11.7203871786732
2,1,170,7,14,28,28,14,7,0,0.484211496385797,4,16.3333333333333,14
2,3,110,14,17,14,17,11,11,0,0.306926563455818,4,14,13.7823480810476
1,2,110,23,5,5,14,23,14,1,0.20764323747062,4,14,11.7203871786732
2,3,110,14,11,17,14,11,17,0,0.648474490182707,4,14,13.7823480810476
1,3,80,11,11,17,14,17,14,0,0.887051871977746,4,14,13.7823480810476
1,1,230,7,14,28,14,28,7,1,0.50553578988729,4,16.3333333333333,14
1,1,140,7,14,28,14,28,7,1,1.06417231523756,4,16.3333333333333,14
2,1,170,28,7,14,14,28,7,0,0.75852019616832,4,16.3333333333333,14
2,2,170,5,23,23,14,14,5,0,0.315107630422972,4,14,11.7203871786732
2,1,110,14,28,28,7,7,14,0,0.303839608687667,4,16.3333333333333,14
1,2,140,23,5,14,5,23,14,0,0.338627160848773,4,14,11.7203871786732
2,1,200,28,14,7,7,14,28,0,1.72726687889826,4,16.3333333333333,14
2,1,140,7,7,28,14,28,14,0,0.409445755199158,4,16.3333333333333,14
2,3,230,11,14,14,17,11,17,0,0.832062725176002,4,14,13.7823480810476
1,2,170,23,14,14,23,5,5,0,0.842654292305269,4,14,11.7203871786732
2,1,230,28,14,28,7,14,7,0,0.1479824599719,4,16.3333333333333,14
2,2,110,14,23,5,23,5,14,1,2.48390197945992,4,14,11.7203871786732
1,3,230,17,14,14,11,17,11,1,0.619762195109615,4,14,13.7823480810476
1,1,50,7,28,14,28,7,14,0,0.746464898412341,4,16.3333333333333,14
1,1,50,28,14,7,14,7,28,0,0.395064948309482,4,16.3333333333333,14
2,3,110,11,17,14,11,17,14,0,0.687778833580523,4,14,13.7823480810476
2,2,110,14,14,23,23,5,5,0,0.218483390577603,4,14,11.7203871786732
1,2,200,5,23,14,23,14,5,0,0.361289705917443,4,14,11.7203871786732
1,2,170,14,14,23,5,23,5,0,0.192057383504107,4,14,11.7203871786732
2,2,80,14,14,5,23,23,5,0,0.412904617145614,4,14,11.7203871786732
1,1,140,7,7,14,28,14,28,0,0.305611702466194,4,16.3333333333333,14
1,2,140,14,5,5,23,14,23,0,0.0754735148066175,4,14,11.7203871786732
2,3,170,17,14,11,14,11,17,0,0.678362900496722,4,14,13.7823480810476
2,1,230,7,14,7,14,28,28,1,0.160918073512221,4,16.3333333333333,14
2,2,230,23,23,14,5,5,14,0,0.961647695015017,4,14,11.7203871786732
2,1,170,28,14,14,7,7,28,0,0.836077645290061,4,16.3333333333333,14
2,1,50,7,28,7,14,28,14,0,0.370587505681215,4,16.3333333333333,14
2,2,80,14,23,14,23,5,5,0,0.277422296953773,4,14,11.7203871786732
1,3,80,11,14,11,14,17,17,0,0.554148955417986,4,14,13.7823480810476
1,1,80,28,14,28,14,7,7,0,0.474816081748941,4,16.3333333333333,14
2,1,110,28,14,14,7,7,28,1,0.739437488422482,4,16.3333333333333,14
1,3,50,11,17,11,17,14,14,0,0.482094855863579,4,14,13.7823480810476
1,3,140,17,14,14,17,11,11,1,0.620753640573639,4,14,13.7823480810476
2,2,170,14,23,14,5,23,5,0,0.333478557098715,4,14,11.7203871786732
1,1,50,14,28,7,28,7,14,0,0.698150408229594,4,16.3333333333333,14
1,2,50,14,23,5,23,5,14,0,0.286871970062748,4,14,11.7203871786732
1,1,170,14,14,7,28,7,28,1,0.479543632542118,4,16.3333333333333,14
1,3,200,11,14,11,14,17,17,0,0.666192781394784,4,14,13.7823480810476
1,3,140,11,17,11,14,14,17,1,0.344763232685182,4,14,13.7823480810476
2,3,170,11,17,17,14,14,11,1,0.777515743749973,4,14,13.7823480810476
2,2,230,23,14,23,5,14,5,0,1.86404400403262,4,14,11.7203871786732
1,1,80,14,28,7,28,7,14,0,1.26606637275472,4,16.3333333333333,14
1,1,80,14,28,7,28,14,7,1,1.74840162300734,4,16.3333333333333,14
2,2,170,5,23,5,14,14,23,1,1.06658806343057,4,14,11.7203871786732
1,1,200,7,14,28,7,28,14,1,1.44903966336824,4,16.3333333333333,14
2,3,200,14,14,11,17,11,17,1,0.66136231130713,4,14,13.7823480810476
1,2,200,14,23,5,14,5,23,0,1.67391668529217,4,14,11.7203871786732
2,1,110,14,28,28,7,14,7,0,0.480031218195109,4,16.3333333333333,14
2,2,200,14,23,14,23,5,5,0,0.760834329556928,4,14,11.7203871786732
2,3,170,11,11,17,14,17,14,1,0.885387163581981,4,14,13.7823480810476
1,2,200,5,14,14,23,23,5,1,0.681916042787634,4,14,11.7203871786732
1,1,170,7,14,28,28,14,7,1,0.294411251004021,4,16.3333333333333,14
2,2,170,5,14,23,23,14,5,1,2.05314048700438,4,14,11.7203871786732
2,2,80,14,23,5,5,14,23,0,0.461309733599592,4,14,11.7203871786732
1,2,110,5,14,5,23,14,23,1,1.25993392491637,4,14,11.7203871786732
2,3,110,11,17,14,14,11,17,0,0.770272942704651,4,14,13.7823480810476
2,2,140,5,14,14,5,23,23,0,1.23293518326773,4,14,11.7203871786732
1,2,140,23,14,5,5,14,23,1,1.78928532663485,4,14,11.7203871786732
2,1,50,14,14,7,28,28,7,0,0.489537570786524,4,16.3333333333333,14
1,2,50,14,14,23,23,5,5,0,1.35626793663869,4,14,11.7203871786732
2,2,230,5,23,23,14,5,14,1,0.280645839613499,4,14,11.7203871786732
2,2,200,5,5,23,14,14,23,1,0.393363060097727,4,14,11.7203871786732
2,2,110,14,23,5,5,23,14,0,0.270121609678426,4,14,11.7203871786732
1,2,80,23,23,14,14,5,5,0,0.271679383810806,4,14,11.7203871786732
2,1,230,7,14,28,7,14,28,1,0.174428605800131,4,16.3333333333333,14
1,2,200,5,14,5,14,23,23,1,0.309281872831889,4,14,11.7203871786732
1,2,140,5,14,14,23,5,23,0,0.632001696485531,4,14,11.7203871786732
1,1,110,14,7,14,7,28,28,0,0.794615086892009,4,16.3333333333333,14
2,3,80,14,17,11,17,14,11,0,0.325198119649031,4,14,13.7823480810476
1,3,50,14,14,17,11,11,17,0,0.352005499906227,4,14,13.7823480810476
2,2,230,23,5,14,5,14,23,1,0.18674505322906,4,14,11.7203871786732
1,1,80,14,7,7,28,28,14,0,0.659448392884769,4,16.3333333333333,14
1,2,230,5,23,14,23,14,5,1,0.478091458108793,4,14,11.7203871786732
1,3,80,11,14,17,14,11,17,0,0.480787675193824,4,14,13.7823480810476
1,2,200,23,5,23,14,14,5,1,2.19745518634318,4,14,11.7203871786732
2,1,80,14,28,28,14,7,7,0,0.38340344833523,4,16.3333333333333,14
1,2,140,5,5,14,14,23,23,1,2.20212463662574,4,14,11.7203871786732
2,1,230,7,28,7,14,14,28,1,0.45802311307034,4,16.3333333333333,14
2,3,80,17,14,17,11,14,11,0,0.44489129235626,4,14,13.7823480810476
2,1,140,7,14,14,28,7,28,0,0.777494413287968,4,16.3333333333333,14
1,2,50,23,14,14,5,23,5,0,0.326122182806103,4,14,11.7203871786732
2,2,50,5,23,14,23,14,5,0,0.322846637275688,4,14,11.7203871786732
1,1,50,28,14,28,14,7,7,0,0.285634957365801,4,16.3333333333333,14
1,1,140,7,14,28,7,14,28,1,0.395512233899353,4,16.3333333333333,14
1,2,50,14,5,14,23,5,23,0,0.363202372481283,4,14,11.7203871786732
1,2,230,5,23,14,23,5,14,1,0.335883297961118,4,14,11.7203871786732
2,3,230,14,11,14,17,11,17,1,1.33661868218223,4,14,13.7823480810476
1,3,80,11,14,11,17,17,14,0,0.358996248867697,4,14,13.7823480810476
2,2,80,14,5,5,23,14,23,0,0.385847962953449,4,14,11.7203871786732
2,2,110,5,23,5,23,14,14,1,0.36856527332111,4,14,11.7203871786732
1,1,140,28,14,7,14,7,28,0,1.02924698347579,4,16.3333333333333,14
1,2,80,23,14,5,5,23,14,0,0.973818611097158,4,14,11.7203871786732
2,2,80,23,14,23,14,5,5,0,0.466354414313173,4,14,11.7203871786732
2,1,200,14,7,7,28,14,28,1,0.884941889235961,4,16.3333333333333,14
1,3,170,11,17,11,14,17,14,1,0.373515128585495,4,14,13.7823480810476
1,3,230,14,17,14,11,11,17,1,0.168214708224696,4,14,13.7823480810476
2,2,50,23,23,5,14,5,14,1,0.499084828694322,4,14,11.7203871786732
2,3,170,17,11,14,14,11,17,1,0.399781157191683,4,14,13.7823480810476
2,1,200,28,7,28,7,14,14,1,0.36042076963804,4,16.3333333333333,14
1,3,110,14,17,14,11,17,11,0,0.38724592026756,4,14,13.7823480810476
2,1,80,28,28,14,7,7,14,0,0.345937013379626,4,16.3333333333333,14
2,3,170,14,17,14,17,11,11,1,0.352674033594667,4,14,13.7823480810476
1,1,170,14,7,28,14,7,28,1,0.46531199603487,4,16.3333333333333,14
2,3,80,14,14,17,11,17,11,0,0.304305886434122,4,14,13.7823480810476
1,1,110,28,7,14,14,28,7,1,0.574900382768647,4,16.3333333333333,14
1,2,200,14,5,14,5,23,23,1,0.309366450333982,4,14,11.7203871786732
2,2,200,14,14,23,5,23,5,1,0.310122888536171,4,14,11.7203871786732
1,3,50,17,17,14,11,11,14,0,2.90488449992336,4,14,13.7823480810476
2,1,200,14,7,14,28,7,28,1,0.25856875446425,4,16.3333333333333,14
1,3,170,14,17,11,14,17,11,1,5.58922816698305,4,14,13.7823480810476
1,1,200,7,28,14,14,7,28,1,0.40192101536195,4,16.3333333333333,14
2,3,80,17,11,11,14,17,14,0,0.382729805710369,4,14,13.7823480810476
2,1,80,7,28,7,14,28,14,0,0.361442173236355,4,16.3333333333333,14
1,1,50,14,7,28,7,28,14,1,0.966211060645037,4,16.3333333333333,14
2,2,110,5,14,23,5,23,14,1,1.11472298525314,4,14,11.7203871786732
2,1,140,14,7,28,28,14,7,0,0.23307407358061,4,16.3333333333333,14
2,3,170,11,17,17,11,14,14,0,0.13183535243752,4,14,13.7823480810476
2,3,140,17,14,14,17,11,11,0,0.376717476119666,4,14,13.7823480810476
1,1,110,28,7,28,14,7,14,0,0.6373325790737,4,16.3333333333333,14
2,1,110,7,14,14,7,28,28,0,0.859973819654442,4,16.3333333333333,14
1,3,110,11,17,17,14,11,14,1,0.350577009278823,4,14,13.7823480810476
2,1,50,7,14,28,14,7,28,0,0.691299344851359,4,16.3333333333333,14
2,1,80,7,28,14,7,28,14,0,0.357837246116105,4,16.3333333333333,14
1,2,170,5,23,23,14,14,5,1,2.31089763127784,4,14,11.7203871786732
2,1,50,14,7,7,28,14,28,0,0.342622912117804,4,16.3333333333333,14
1,3,140,17,14,11,17,11,14,0,2.15742659968237,4,14,13.7823480810476
2,3,80,14,11,14,17,17,11,0,0.199539748125062,4,14,13.7823480810476
2,1,110,14,14,7,28,28,7,0,0.35629729874745,4,16.3333333333333,14
1,2,230,23,14,5,23,14,5,1,0.439017847610558,4,14,11.7203871786732
2,3,80,17,14,11,14,11,17,1,0.10979009381299,4,14,13.7823480810476
1,2,200,14,5,23,5,14,23,1,0.294619010612223,4,14,11.7203871786732
1,2,170,14,14,5,23,5,23,1,0.287360533141509,4,14,11.7203871786732
1,2,50,23,23,14,14,5,5,0,1.90416799131981,4,14,11.7203871786732
1,1,110,7,14,14,28,7,28,1,0.284267273970727,4,16.3333333333333,14
1,3,170,11,17,14,14,17,11,1,0.463068880230821,4,14,13.7823480810476
1,2,230,5,23,14,5,23,14,1,0.383773381863648,4,14,11.7203871786732
2,3,170,17,14,11,11,14,17,1,0.414524127065306,4,14,13.7823480810476
2,3,50,14,17,17,11,11,14,0,0.307205694023651,4,14,13.7823480810476
2,3,170,14,17,17,11,14,11,1,1.53396238512687,4,14,13.7823480810476
2,3,170,14,14,17,11,11,17,1,1.12426575075642,4,14,13.7823480810476
2,2,50,14,23,23,14,5,5,0,0.166857919379254,4,14,11.7203871786732
2,3,140,11,14,11,17,17,14,0,0.149683077527698,4,14,13.7823480810476
1,2,110,14,23,5,23,14,5,0,0.762494955314651,4,14,11.7203871786732
2,1,140,28,7,7,14,28,14,0,0.315084194733572,4,16.3333333333333,14
1,1,230,28,14,28,7,14,7,1,1.78573323695764,4,16.3333333333333,14
2,2,140,23,23,5,14,5,14,0,0.593876393088976,4,14,11.7203871786732
2,1,50,28,14,7,28,7,14,0,0.238511134805776,4,16.3333333333333,14
2,1,110,28,14,14,28,7,7,1,0.392016303493392,5,16.3333333333333,14
2,2,140,14,5,5,14,23,23,1,0.03833394325477,5,14,11.7203871786732
1,2,80,14,14,5,23,5,23,0,1.40327268716294,5,14,11.7203871786732
1,2,80,23,5,5,14,23,14,1,0.40963235203651,5,14,11.7203871786732
1,1,140,28,14,28,14,7,7,1,0.0802782636035317,5,16.3333333333333,14
2,3,170,17,17,11,11,14,14,1,0.83109679227357,5,14,13.7823480810476
2,1,170,28,28,7,7,14,14,1,0.25555175970419,5,16.3333333333333,14
2,1,50,14,7,28,28,7,14,0,0.266349760086996,5,16.3333333333333,14
2,2,50,23,5,23,14,5,14,0,0.107117333547535,5,14,11.7203871786732
1,1,110,28,28,7,14,14,7,1,0.195937147563654,5,16.3333333333333,14
1,2,80,23,23,14,5,5,14,1,0.220771266139536,5,14,11.7203871786732
2,2,170,14,23,14,5,5,23,1,0.331494563337742,5,14,11.7203871786732
1,1,170,28,7,28,14,14,7,1,0.158000275113977,5,16.3333333333333,14
2,3,50,14,17,14,11,17,11,0,0.141073159812208,5,14,13.7823480810476
2,1,50,7,7,28,28,14,14,0,0.299867734427949,5,16.3333333333333,14
2,2,170,23,5,5,14,14,23,1,0.284733326726041,5,14,11.7203871786732
1,3,200,11,17,14,14,17,11,1,0.0914795602277536,5,14,13.7823480810476
1,1,230,28,14,7,14,7,28,1,0.0602566290506275,5,16.3333333333333,14
2,2,140,5,14,23,23,14,5,1,1.19311595900285,5,14,11.7203871786732
2,3,110,11,14,17,17,14,11,0,1.19157158089718,5,14,13.7823480810476
2,3,170,11,17,14,14,17,11,1,0.281925771515375,5,14,13.7823480810476
2,3,230,17,14,17,11,11,14,1,2.12072637369022,5,14,13.7823480810476
2,2,50,14,5,5,14,23,23,0,0.328874120831415,5,14,11.7203871786732
1,2,230,23,5,5,14,23,14,1,0.0895771631476237,5,14,11.7203871786732
2,3,140,14,11,14,11,17,17,1,0.378404131494221,5,14,13.7823480810476
2,3,230,17,14,11,11,17,14,1,0.00520333315103017,5,14,13.7823480810476
2,2,140,23,23,14,5,5,14,1,0.4700492747927,5,14,11.7203871786732
2,3,230,14,11,14,17,11,17,1,0.168693334039631,5,14,13.7823480810476
1,3,80,17,11,17,11,14,14,0,0.783520914471978,5,14,13.7823480810476
1,3,200,14,14,17,11,17,11,1,0.176045491548393,5,14,13.7823480810476
1,2,110,23,14,5,14,23,5,1,1.17697276747572,5,14,11.7203871786732
2,3,170,14,11,14,11,17,17,1,0.207390792396609,5,14,13.7823480810476
2,1,230,28,14,7,28,7,14,1,0.220138602421002,5,16.3333333333333,14
2,2,110,5,14,5,23,14,23,0,0.26094751372159,5,14,11.7203871786732
2,3,200,11,11,17,17,14,14,1,0.169730496982311,5,14,13.7823480810476
1,2,200,14,23,14,23,5,5,1,0.088487027607016,5,14,11.7203871786732
1,3,200,14,17,14,11,17,11,1,0.113377107441352,5,14,13.7823480810476
1,2,80,23,14,23,14,5,5,0,0.256285323609177,5,14,11.7203871786732
2,3,170,14,11,11,17,14,17,1,0.12306008933524,5,14,13.7823480810476
1,2,170,23,23,5,14,5,14,1,0.210713701701252,5,14,11.7203871786732
1,2,80,14,14,5,5,23,23,0,0.336790398351354,5,14,11.7203871786732
2,3,230,17,14,14,17,11,11,1,0.223445192511463,5,14,13.7823480810476
1,3,140,14,17,11,17,11,14,1,0.279622299952848,5,14,13.7823480810476
2,1,200,14,28,7,14,7,28,1,0.106302966788121,5,16.3333333333333,14
2,3,110,17,11,11,14,14,17,0,0.269129488800672,5,14,13.7823480810476
2,1,140,7,28,7,14,14,28,1,0.149905974928743,5,16.3333333333333,14
1,1,110,14,28,7,14,28,7,0,0.51664000362257,5,16.3333333333333,14
1,2,170,14,23,23,5,5,14,1,0.0932779406437021,5,14,11.7203871786732
2,3,170,17,14,11,17,14,11,1,0.394099257021367,5,14,13.7823480810476
1,1,50,7,28,7,14,14,28,0,0.264870444556891,5,16.3333333333333,14
2,2,50,5,14,23,23,5,14,0,0.323673968066259,5,14,11.7203871786732
2,1,110,14,28,14,7,7,28,0,0.0843793825143848,5,16.3333333333333,14
2,3,80,14,14,11,17,11,17,0,0.251264475437893,5,14,13.7823480810476
1,1,230,28,14,28,14,7,7,1,0.0520327225004849,5,16.3333333333333,14
1,3,200,17,14,11,14,17,11,1,0.0429333075876457,5,14,13.7823480810476
2,1,170,28,28,14,14,7,7,1,1.10564083921724,5,16.3333333333333,14
2,1,230,7,14,28,7,28,14,1,0.102048320950416,5,16.3333333333333,14
2,3,140,17,11,14,11,14,17,0,1.09885483551261,5,14,13.7823480810476
2,2,230,5,14,14,5,23,23,1,0.221230564991856,5,14,11.7203871786732
