motion,mIntv,soa,i1,i2,i3,i4,i5,i6,resp,rt,sub,mi
1,3,140,23,5,14,5,14,23,1,0.282354229260818,4,14
2,3,110,14,14,5,5,23,23,0,0.140250567666953,4,14
2,3,80,5,14,23,14,5,23,1,1.27418114914326,4,14
1,2,140,5,23,23,5,14,14,0,0.708100043601007,4,14
1,1,200,14,14,23,23,5,5,1,0.240001855607261,4,14
1,3,80,14,14,23,5,5,23,0,0.287949645877234,4,14
1,1,200,23,23,5,14,14,5,0,0.763855163080734,4,14
1,3,170,5,5,23,14,14,23,1,0.0717437030980363,4,14
2,1,170,14,5,23,23,14,5,0,0.789631470193854,4,14
2,1,140,14,5,14,23,23,5,0,0.81354387452302,4,14
2,1,170,14,23,23,5,14,5,0,0.647465923815616,4,14
1,3,170,5,14,14,5,23,23,1,0.000171407940797508,4,14
1,1,230,14,5,14,23,23,5,0,0.13327108163503,4,14
1,2,170,5,5,14,23,23,14,0,1.37722048089199,4,14
2,3,170,23,14,14,5,5,23,1,0.261060486314818,4,14
2,1,200,5,23,23,14,14,5,1,0.126974048500415,4,14
1,3,200,14,5,23,14,5,23,1,0.134889755034237,4,14
2,3,80,14,5,23,5,14,23,0,0.504875379323494,4,14
1,2,230,5,23,23,14,5,14,1,0.000168454615049995,4,14
1,1,170,14,5,23,14,23,5,1,0.41663224012882,4,14
2,3,110,14,5,5,23,14,23,0,0.788568514748476,4,14
2,1,200,14,23,5,23,14,5,1,0.846499637598754,4,14
2,3,50,23,5,14,14,5,23,0,0.680397630116204,4,14
2,3,200,14,23,5,5,14,23,1,0.294268071156694,4,14
1,3,200,14,14,5,23,5,23,0,0.000169687671586871,4,14
1,2,200,5,5,14,23,23,14,0,0.716126088329474,4,14
2,2,140,5,23,14,23,5,14,1,0.000171549298102036,4,14
2,1,230,23,14,14,5,23,5,1,1.14191179079353,4,14
2,3,230,23,14,5,14,5,23,0,1.00582691989257,4,14
2,2,80,23,5,5,23,14,14,1,0.221749218806508,4,14
1,2,170,23,14,5,23,5,14,0,0.479632507776842,4,14
1,2,230,5,14,23,23,5,14,1,0.0195382686069934,4,14
1,1,140,14,23,5,23,14,5,0,0.429478443940752,4,14
2,3,200,14,5,14,5,23,23,1,0.325355248787673,4,14
1,3,200,5,14,5,14,23,23,1,0.449318855346064,4,14
1,1,110,23,14,14,23,5,5,0,0.0851624065689975,4,14
1,2,110,5,14,5,23,23,14,0,0.821140199404908,4,14
2,3,230,14,14,5,23,5,23,1,0.181036363355815,4,14
2,3,50,14,5,5,23,14,23,0,0.370936791936401,4,14
1,3,80,14,5,5,23,14,23,1,0.0988600772834616,4,14
1,3,80,5,23,14,5,14,23,0,0.356790631718468,4,14
2,3,200,14,14,23,5,5,23,1,0.000197515822947025,4,14
2,3,80,14,14,23,5,5,23,0,0.730556000664365,4,14
2,3,80,23,5,14,14,5,23,1,0.106436895686784,4,14
2,2,110,5,5,14,23,23,14,0,0.12433299649274,4,14
1,1,170,14,14,23,23,5,5,1,0.950288296415238,4,14
1,2,200,5,5,14,23,23,14,1,0.270161260734312,4,14
1,3,230,5,14,23,14,5,23,0,0.708102115764632,4,14
1,2,80,23,14,23,5,5,14,1,0.127989816697664,4,14
1,3,50,14,14,5,23,5,23,0,0.181905282632215,4,14
2,3,170,23,14,5,14,5,23,1,0.0238321919896407,4,14
1,3,110,23,14,14,5,5,23,0,0.14776898692071,4,14
2,3,140,5,5,14,23,14,23,0,0.777664594512316,4,14
2,3,200,23,5,14,5,14,23,1,0.00955129395879339,4,14
1,1,230,14,23,23,5,14,5,0,0.303557281833491,4,14
2,1,50,14,5,23,14,23,5,0,0.681459006620571,4,14
2,2,80,23,5,14,23,5,14,0,0.0952965338801732,4,14
1,1,80,14,23,23,14,5,5,1,0.151275460520992,4,14
1,3,200,5,14,14,23,5,23,0,0.885126476292498,4,14
2,2,110,23,14,5,23,5,14,1,0.591088200177182,4,14
2,2,230,14,5,5,23,23,14,1,0.0029424550011754,4,14
2,2,170,23,14,5,23,5,14,1,0.0149006631399971,4,14
1,3,50,14,23,14,5,5,23,0,0.30278381377866,4,14
1,3,140,23,5,14,14,5,23,0,0.586724055276136,4,14
1,2,140,14,23,5,5,23,14,0,0.970645476001664,4,14
2,1,110,23,23,14,5,14,5,0,0.648620950058103,4,14
1,2,110,5,5,23,14,23,14,1,0.392474765787483,4,14
2,1,80,14,23,14,23,5,5,1,0.810362632139004,4,14
2,3,50,14,5,23,5,14,23,0,0.47029980600928,4,14
2,1,200,14,5,23,14,23,5,1,0.0882152117992518,4,14
1,3,230,5,14,23,14,5,23,0,0.474099066181225,4,14
2,1,230,14,14,23,23,5,5,1,0.605973098136019,4,14
2,3,50,5,5,23,14,14,23,0,0.429879138653632,4,14
1,1,140,23,5,23,14,14,5,0,0.883790177598712,4,14
1,3,140,5,5,23,14,14,23,0,1.05173210627981,4,14
1,3,200,14,23,14,5,5,23,1,0.165632116812048,4,14
1,2,230,14,23,23,5,5,14,0,0.0155147802288411,4,14
2,3,110,14,5,14,5,23,23,0,0.0614730996603612,4,14
2,2,50,14,5,23,5,23,14,0,0.165396372976829,4,14
1,3,170,23,14,5,14,5,23,1,0.0692910843354184,4,14
2,2,80,23,23,5,14,5,14,0,0.673235406997264,4,14
2,2,50,23,14,5,23,5,14,0,0.327150936078397,4,14
1,3,140,14,14,5,23,5,23,0,0.427048784229555,4,14
1,1,110,23,23,14,5,14,5,1,0.000177046968019567,4,14
1,2,170,5,23,23,5,14,14,0,0.59085252553632,4,14
1,1,110,14,5,23,23,14,5,0,0.30472105681838,4,14
1,2,230,23,23,5,5,14,14,1,0.0626398670719936,4,14
2,3,200,14,5,14,23,5,23,0,0.552588433260098,4,14
2,2,230,23,14,5,5,23,14,1,0.296455084884656,4,14
1,1,140,14,5,14,23,23,5,0,0.666306951781735,4,14
2,2,170,5,5,14,23,23,14,1,0.90827315680508,4,14
2,3,230,23,14,5,5,14,23,0,0.0542064811161254,4,14
2,2,140,14,5,23,23,5,14,1,0.102082609286299,4,14
2,2,80,23,14,5,5,23,14,0,0.348008592351107,4,14
1,1,110,23,5,23,14,14,5,0,0.117916789226001,4,14
1,3,110,5,5,14,23,14,23,1,0.0358581194304861,4,14
1,2,50,23,5,5,23,14,14,0,0.451785891942563,4,14
2,3,50,5,14,23,5,14,23,0,0.589698807540117,4,14
1,1,50,23,23,14,5,14,5,0,0.183562590027577,4,14
1,1,50,5,23,14,23,14,5,0,0.281529264233541,4,14
2,3,230,23,5,14,5,14,23,1,0.497436008488876,4,14
1,1,170,14,14,23,23,5,5,0,0.777331447636243,4,14
2,3,230,5,23,14,14,5,23,1,0.337209103614441,4,14
1,3,80,23,14,14,5,5,23,0,0.451218074915232,4,14
1,3,230,14,5,14,5,23,23,1,0.15700076991925,4,14
2,2,140,5,14,23,5,23,14,0,0.656991022682632,4,14
2,1,80,5,23,14,14,23,5,0,0.000174439483089373,4,14
1,3,110,5,14,14,23,5,23,1,0.78281036374392,4,14
1,1,200,5,14,23,14,23,5,0,1.35065764724277,4,14
2,2,80,14,5,23,5,23,14,1,0.224646468472201,4,14
2,2,140,14,23,5,23,5,14,0,1.17850692170032,4,14
1,2,110,23,5,14,5,23,14,0,0.522408721677493,4,14
1,1,230,23,14,23,14,5,5,1,0.296286134034744,4,14
1,2,170,14,5,5,23,23,14,0,0.916205196917872,4,14
1,3,230,14,5,5,23,14,23,1,0.674086040817201,4,14
2,3,50,14,5,23,14,5,23,0,0.21402160267462,4,14
1,3,200,14,5,5,23,14,23,1,0.105986538546858,4,14
2,2,140,23,5,23,14,5,14,0,1.53783960241708,4,14
2,3,200,14,5,5,14,23,23,1,0.203743152727839,4,14
1,3,230,5,14,23,14,5,23,0,0.387631247649551,4,14
1,3,50,14,5,5,23,14,23,1,0.235579552187119,4,14
2,3,200,14,14,5,5,23,23,1,0.253493547468679,4,14
1,2,170,5,23,23,5,14,14,0,0.869422724470496,4,14
2,1,80,14,5,23,14,23,5,0,0.211333859639126,4,14
1,2,230,23,14,5,5,23,14,1,0.233219067376922,4,14
1,3,80,14,5,5,23,14,23,0,0.60513916783384,4,14
1,2,50,5,5,14,23,23,14,0,0.134963585500373,4,14
2,2,200,5,23,5,14,23,14,1,0.446886639299919,4,14
2,3,110,5,14,5,14,23,23,0,0.692746821849141,4,14
1,3,170,5,5,23,14,14,23,0,0.858722319957451,4,14
1,2,110,5,23,23,5,14,14,1,0.072611933661392,4,14
1,2,230,5,23,5,14,23,14,1,0.466483887459617,4,14
1,1,80,23,5,23,14,14,5,0,0.0124348896933952,4,14
2,1,80,23,14,14,5,23,5,0,0.352386640806799,4,14
1,2,80,5,23,5,23,14,14,1,0.134349528583698,4,14
1,2,140,23,14,5,5,23,14,1,1.01018719417334,4,14
1,1,170,14,5,23,23,14,5,1,0.000177010864717886,4,14
2,2,80,5,5,14,23,23,14,0,0.000174289103597403,4,14
2,1,110,14,23,14,5,23,5,1,1.19200163606729,4,14
2,3,80,23,14,14,5,5,23,0,0.0398740109085338,4,14
1,1,80,23,14,14,5,23,5,1,0.0657835310703376,4,14
2,2,110,5,23,5,23,14,14,0,0.325678552195313,4,14
1,3,80,14,23,14,5,5,23,1,0.14956626817002,4,14
1,2,140,5,5,14,23,23,14,0,0.173499427080969,4,14
1,2,230,23,5,5,14,23,14,1,0.0854170824459288,4,14
1,2,170,14,23,5,5,23,14,0,0.0713808063010219,4,14
2,1,140,23,14,14,5,23,5,0,0.0653245124121895,4,14
2,1,140,14,23,14,5,23,5,0,0.203224559038063,4,14
1,3,80,23,5,5,14,14,23,1,0.135145035412279,4,14
1,2,50,23,23,5,5,14,14,0,0.225051890942268,4,14
1,2,140,14,23,5,23,5,14,0,0.43897293273767,4,14
2,1,50,14,23,23,14,5,5,0,0.574851006749668,4,14
2,3,200,14,5,14,23,5,23,1,1.18078630696982,4,14
2,1,200,23,5,14,14,23,5,0,0.394689881359227,4,14
1,3,50,5,14,14,5,23,23,0,0.536640718186391,4,14
2,3,80,5,23,14,5,14,23,0,0.474468116270145,4,14
2,2,50,14,23,5,5,23,14,0,0.528443121147575,4,14
1,2,110,23,23,14,5,5,14,1,0.250350319547579,4,14
2,3,200,5,23,14,5,14,23,1,0.132198186489404,4,14
1,1,230,23,14,23,14,5,5,0,0.674163654679433,4,14
2,3,140,14,5,5,14,23,23,0,0.952053190179868,4,14
2,2,140,5,23,5,23,14,14,1,0.475974547749502,4,14
1,1,200,23,23,14,5,14,5,1,0.237936184421415,4,14
1,3,170,5,14,14,23,5,23,1,0.799843226413941,4,14
2,1,50,14,23,14,5,23,5,0,0.539711856967187,4,14
1,1,200,14,14,23,5,23,5,1,0.881543727169628,4,14
2,1,80,23,14,14,23,5,5,0,0.691480717578088,4,14
1,2,50,23,14,23,5,5,14,0,0.655412998297834,4,14
2,1,170,23,23,14,5,14,5,0,0.349261698327609,4,14
1,1,200,14,23,5,14,23,5,1,0.641126458256622,4,14
2,2,200,23,23,14,5,5,14,1,0.761101015028544,4,14
2,3,110,14,14,5,5,23,23,0,0.254932897252729,4,14
2,1,140,14,5,14,23,23,5,0,0.544896897787112,4,14
2,1,50,14,14,23,23,5,5,0,0.698823852275382,4,14
2,2,230,14,5,5,23,23,14,1,0.00474301137728617,4,14
1,2,140,5,5,23,23,14,14,0,0.46259686020494,4,14
2,2,50,14,5,23,23,5,14,0,0.572531318321126,4,14
2,1,200,23,14,23,14,5,5,1,0.0764390249823919,4,14
1,3,230,5,14,5,23,14,23,1,0.33238058675488,4,14
1,1,50,23,14,5,14,23,5,0,0.100267550864373,4,14
2,3,200,14,5,5,14,23,23,1,0.0961740334605565,4,14
1,2,200,23,5,5,14,23,14,1,0.352096031638212,4,14
1,3,110,23,14,5,5,14,23,0,0.33403284160886,4,14
1,3,110,5,5,23,14,14,23,0,0.529952899945783,4,14
2,2,140,23,5,5,23,14,14,1,0.321881249910803,4,14
1,1,230,5,14,23,14,23,5,1,0.37978413257224,4,14
1,2,200,5,14,23,5,23,14,1,1.29965878106304,4,14
2,2,200,5,23,14,5,23,14,1,1.27755055412126,4,14
1,3,200,14,14,5,23,5,23,0,1.20544473014888,4,14
2,1,110,14,14,5,23,23,5,0,0.793357648770325,4,14
2,2,80,5,5,23,23,14,14,0,0.516612896055449,4,14
2,2,110,23,23,5,14,5,14,0,0.635108660018886,4,14
2,2,230,23,23,5,14,5,14,1,0.163057866797317,4,14
2,1,140,14,23,23,5,14,5,0,0.648949925569468,4,14
1,3,200,14,5,5,23,14,23,1,0.214870272626285,4,14
2,1,110,23,14,5,14,23,5,0,0.654758021686575,4,14
2,2,230,23,5,23,14,5,14,1,0.154696076744585,4,14
2,2,170,23,14,23,5,5,14,0,0.49461681478715,4,14
1,3,230,5,23,14,5,14,23,1,0.108490693368367,4,14
2,1,110,23,14,14,23,5,5,0,0.566434643085813,4,14
2,2,200,23,14,5,5,23,14,1,0.0923776153649669,4,14
1,2,80,5,14,5,23,23,14,0,0.732239334742189,4,14
2,2,230,5,5,14,23,23,14,1,0.126195789547637,4,14
1,2,80,23,14,23,5,5,14,0,0.0560639418981737,4,14
2,1,80,5,23,14,23,14,5,0,0.320009747229051,4,14
1,1,140,14,23,14,23,5,5,1,0.30195143831952,4,14
1,3,230,14,23,5,5,14,23,1,0.197823199647246,4,14
1,1,80,23,23,5,14,14,5,0,0.0657752093975432,4,14
2,3,170,5,23,14,5,14,23,0,0.613710524645285,4,14
2,1,50,14,14,23,5,23,5,0,0.383619563610409,4,14
1,2,80,23,14,5,23,5,14,0,0.329288783628726,4,14
2,2,170,14,23,5,23,5,14,1,0.0752396204479737,4,14
1,2,110,23,23,5,14,5,14,0,0.339160572024412,4,14
1,3,50,5,14,23,14,5,23,0,0.323046167715802,4,14
2,2,200,23,5,14,5,23,14,1,0.15699915488949,4,14
1,2,170,5,14,23,23,5,14,0,0.934910124662565,4,14
2,1,230,14,23,23,14,5,5,0,0.430789257297874,4,14
1,2,110,14,5,23,5,23,14,1,0.148728004089207,4,14
2,2,140,5,14,5,23,23,14,1,0.272656245782855,4,14
2,2,170,23,14,5,23,5,14,1,0.480542148230597,4,14
1,2,230,23,14,5,23,5,14,1,0.212462510346086,4,14
1,1,50,14,14,23,5,23,5,0,0.146382833336247,4,14
1,2,230,5,14,23,5,23,14,1,0.198315219327924,4,14
2,1,200,23,14,14,5,23,5,0,0.0141779431869509,4,14
2,1,230,23,14,5,23,14,5,1,0.154105011955835,4,14
2,3,80,14,5,5,23,14,23,0,0.242024673309061,4,14
2,1,50,23,14,5,14,23,5,0,0.243953778146533,4,14
1,1,200,5,23,14,23,14,5,1,0.575899911287706,4,14
1,1,140,14,23,5,14,23,5,0,0.613808977315784,4,14
1,3,200,14,5,14,23,5,23,1,0.157689965562895,4,14
1,1,170,23,23,14,5,14,5,0,0.373616285476601,4,14
1,2,140,23,14,5,23,5,14,0,0.237536256609019,4,14
1,3,80,5,5,14,14,23,23,0,0.395438504681806,4,14
1,3,110,14,5,23,5,14,23,0,0.731359489334864,4,14
1,1,80,14,14,5,23,23,5,0,0.425219578653923,4,14
2,3,140,23,5,14,14,5,23,1,0.0751587615231983,4,14
2,3,140,14,5,23,14,5,23,1,0.163101869140519,4,14
2,1,170,23,23,14,14,5,5,0,0.431025061276159,4,14
1,1,200,23,14,14,23,5,5,1,0.42100069472508,4,14
2,2,140,5,23,5,14,23,14,0,0.316841924170149,4,14
1,2,200,23,5,14,23,5,14,1,0.454710425416124,4,14
2,1,230,14,23,5,14,23,5,1,0.450649893988157,4,14
2,2,140,5,14,23,5,23,14,0,0.734553026268259,4,14
2,1,110,23,14,14,23,5,5,0,0.356488034754875,4,14
2,2,170,14,5,23,23,5,14,0,0.972394418116892,4,14
1,3,170,14,23,14,5,5,23,1,0.968233223553398,4,14
2,2,170,14,5,5,23,23,14,1,0.00215497511089779,4,14
2,3,170,14,5,5,14,23,23,0,1.41807234779117,4,14
1,2,80,5,23,5,14,23,14,0,0.729950154127437,4,14
1,3,140,23,14,5,5,14,23,0,0.777937766353716,4,14
1,1,140,14,5,23,23,14,5,0,1.06778086345003,4,14
1,3,170,5,23,14,14,5,23,0,0.693728593556443,4,14
2,1,200,5,23,23,14,14,5,0,0.229523180096294,4,14
2,2,50,23,5,14,23,5,14,0,0.305377131167916,4,14
2,3,110,23,14,14,5,5,23,1,0.000182553645572625,4,14
2,2,170,23,5,5,14,23,14,0,0.221260266771424,4,14
2,3,140,23,14,5,14,5,23,0,0.149161170513253,4,14
1,2,80,5,23,5,14,23,14,0,0.631080816834583,4,14
1,3,50,14,5,14,5,23,23,0,0.417010652468889,4,14
2,2,200,5,5,23,23,14,14,1,0.000179464972461574,4,14
1,2,110,5,14,5,23,23,14,0,0.3108213650994,4,14
1,2,80,14,5,5,23,23,14,1,0.250751444342313,4,14
1,3,50,5,23,14,14,5,23,1,0.394742124175536,4,14
2,1,80,14,14,23,5,23,5,0,0.370593717379961,4,14
1,1,50,14,23,5,23,14,5,0,0.346504927743808,4,14
2,2,110,23,23,14,5,5,14,0,0.334454793162877,4,14
2,3,230,5,5,14,23,14,23,1,0.390302780404454,4,14
2,3,140,14,23,5,5,14,23,0,0.338289845269173,4,14
1,2,110,23,14,5,23,5,14,0,0.438189708438586,4,14
1,2,50,5,23,5,23,14,14,0,0.288121086894535,4,14
1,1,200,14,23,23,14,5,5,1,0.454020363598829,4,14
1,3,200,5,23,14,14,5,23,1,0.275959188584238,4,14
1,2,140,5,14,23,23,5,14,0,0.353816297501908,4,14
2,3,230,23,5,14,5,14,23,0,0.383748418826144,4,14
2,1,140,14,23,5,14,23,5,0,0.283649154152954,4,14
2,3,170,14,23,14,5,5,23,1,0.461611876511597,4,14
1,1,170,14,14,23,5,23,5,0,1.06148219124589,4,14
2,1,200,23,23,5,14,14,5,1,0.135367242590291,4,14
1,1,80,14,23,5,23,14,5,0,0.433270450070268,4,14
1,1,230,23,5,14,14,23,5,1,0.369217001250945,4,14
2,1,200,5,23,23,14,14,5,1,0.711113264464075,4,14
1,1,230,14,5,23,14,23,5,1,0.211022405681433,4,14
2,1,80,14,23,5,14,23,5,0,0.464941041485872,4,14
1,1,50,23,23,14,5,14,5,0,0.132838393401471,4,14
1,2,140,5,23,23,5,14,14,1,0.306840558783733,4,14
1,2,50,5,23,23,5,14,14,0,0.424685722027789,4,14
2,1,170,5,23,14,14,23,5,1,1.38258461076475,4,14
1,1,110,23,5,23,14,14,5,0,0.836468053108547,4,14
1,1,50,14,23,14,5,23,5,0,0.334370241049328,4,14
1,2,200,23,23,14,5,5,14,1,0.000198676716536283,4,14
1,2,50,5,23,23,5,14,14,0,0.208209729171358,4,14
2,1,80,23,14,14,23,5,5,0,0.354148238373455,4,14
2,1,200,14,14,23,5,23,5,1,0.15008329799457,4,14
1,2,200,5,14,23,23,5,14,0,0.3259707463003,4,14
2,1,50,14,5,14,23,23,5,0,0.221784899476916,4,14
1,3,230,14,14,23,5,5,23,1,0.473748250398785,4,14
2,1,230,5,14,23,14,23,5,1,0.341606992384186,4,14
1,1,170,14,14,23,5,23,5,0,0.355521983132348,4,14
1,3,200,23,5,5,14,14,23,1,0.0514777943171794,4,14
2,3,110,5,14,5,14,23,23,0,0.445359326928155,4,14
2,1,140,23,14,14,5,23,5,0,0.119325300373021,4,14
1,1,170,23,5,23,14,14,5,1,0.303232228092384,4,14
1,3,170,5,23,5,14,14,23,1,0.495145775246783,4,14
2,3,50,14,23,5,14,5,23,0,0.443045217369217,4,14
2,1,110,14,23,14,23,5,5,0,0.292948250411428,4,14
1,2,50,5,23,23,14,5,14,0,0.586843797849724,4,14
2,2,50,23,23,5,14,5,14,0,0.268796180505888,4,14
2,3,230,14,5,23,14,5,23,1,0.568682991230162,4,14
1,3,170,14,23,5,14,5,23,0,0.280570995935705,4,14
2,2,110,5,23,5,23,14,14,0,0.49656129682262,4,14
1,3,170,5,5,14,14,23,23,0,0.868450552618015,4,14
2,2,50,23,23,5,14,5,14,0,0.472337838538806,4,14
1,2,170,5,5,23,23,14,14,1,0.000187182144145481,4,14
1,3,80,14,5,14,23,5,23,0,0.550134355886257,4,14
1,1,50,23,5,23,14,14,5,0,0.272088049809099,4,14
2,3,50,14,5,5,23,14,23,0,0.212001903739292,4,14
2,3,230,14,23,14,5,5,23,1,0.599870483158156,4,14
2,3,140,14,5,23,14,5,23,0,0.0418400384951383,4,14
2,3,110,23,14,5,5,14,23,0,0.321693379039061,4,14
1,3,230,14,5,23,5,14,23,1,0.000195600063307211,4,14
2,3,140,14,14,5,5,23,23,0,1.17950860287237,4,14
1,1,170,23,5,14,14,23,5,1,0.155437428009463,4,14
2,1,110,14,23,5,14,23,5,1,1.21535540519108,4,14
2,3,200,5,23,14,14,5,23,1,0.223274498130195,4,14
2,2,140,5,5,14,23,23,14,0,0.297183588219923,4,14
1,1,50,23,5,23,14,14,5,0,0.589056504410109,4,14
2,2,200,14,5,23,23,5,14,1,0.205006709671579,4,14
1,1,50,23,5,14,14,23,5,0,0.174925246232306,4,14
1,3,200,14,23,5,14,5,23,0,0.762843280550442,4,14
2,2,170,14,5,23,23,5,14,1,0.280701330819284,4,14
2,2,50,23,23,5,5,14,14,0,0.37865716907254,4,14
2,3,140,5,5,14,23,14,23,1,1.2445210297592,4,14
1,3,170,14,23,14,5,5,23,0,0.186470101194573,4,14
1,2,80,5,14,5,23,23,14,0,0.242370385414688,4,14
2,2,80,23,23,5,14,5,14,0,0.224346340648481,4,14
2,3,170,5,23,14,5,14,23,1,0.098225798108615,4,14
2,3,170,23,14,5,5,14,23,0,0.868051710509462,4,14
1,1,80,5,23,23,14,14,5,0,0.38604487151315,4,14
2,3,50,14,5,5,23,14,23,0,0.40388279875333,4,14
1,3,80,14,5,23,14,5,23,0,1.26776339001663,4,14
1,3,110,14,14,5,5,23,23,1,0.397649475940852,4,14
2,2,110,14,23,5,23,5,14,0,0.487574779326678,4,14
2,3,230,5,14,23,5,14,23,1,0.353500374418218,4,14
2,3,110,14,23,5,14,5,23,0,1.06134592862509,4,14
1,2,50,23,23,5,14,5,14,0,0.447299138351809,4,14
1,3,110,14,23,14,5,5,23,0,0.293166466668481,4,14
1,1,110,14,23,23,5,14,5,0,0.227106948761502,4,14
2,2,110,5,23,5,23,14,14,1,0.191008799869451,4,14
2,3,80,23,5,14,14,5,23,0,0.474918205742142,4,14
1,3,230,5,5,23,14,14,23,1,0.472899790984229,4,14
2,1,230,23,5,23,14,14,5,1,0.442823644756572,4,14
2,2,170,23,5,5,14,23,14,0,0.500684537066263,4,14
1,2,50,23,23,5,14,5,14,0,0.278598914301256,4,14
1,2,110,5,14,5,23,23,14,0,0.238528533402132,4,14
1,1,200,23,5,14,23,14,5,1,0.526476768776774,4,14
1,1,140,23,23,14,14,5,5,0,1.06032604622305,4,14
1,2,200,23,23,5,5,14,14,0,0.44227091022185,4,14
1,3,50,14,23,5,14,5,23,0,0.356141826443491,4,14
2,2,200,23,14,23,5,5,14,0,1.82999379257672,4,14
1,2,80,14,5,5,23,23,14,0,0.633933573932154,4,14
2,2,110,14,23,5,5,23,14,0,0.223814483979368,4,14
2,1,140,14,23,14,5,23,5,0,0.181725453745457,4,14
2,3,200,23,5,14,14,5,23,1,0.0556623750017025,4,14
2,3,170,23,14,5,14,5,23,0,0.333604484141688,4,14
1,2,110,23,5,23,14,5,14,0,0.289526497334009,4,14
1,1,110,5,14,23,14,23,5,1,0.129443310623174,4,14
2,1,230,14,23,23,14,5,5,1,0.503350364655489,4,14
1,1,50,5,23,23,14,14,5,0,0.197265394512215,4,14
2,2,170,14,23,23,5,5,14,1,0.245156987119117,4,14
2,1,50,23,14,14,5,23,5,0,0.255090621198178,4,14
2,1,170,14,5,23,23,14,5,0,0.737013241901877,4,14
1,2,140,23,5,14,23,5,14,0,0.744942512144917,4,14
1,3,230,5,14,5,23,14,23,1,0.312818279417115,4,14
1,1,140,14,23,23,14,5,5,0,0.318749065423617,4,14
2,1,140,23,14,14,23,5,5,1,0.170653406705242,4,14
1,1,50,5,14,14,23,23,5,0,0.242540298640961,4,14
2,3,110,14,5,23,5,14,23,0,1.172504563845,4,14
2,1,110,23,14,14,23,5,5,1,0.648392523420625,4,14
2,1,170,14,23,23,14,5,5,1,0.490260699836654,5,14
1,3,50,23,14,5,14,5,23,0,0.47553275890823,5,14
1,1,80,23,23,14,14,5,5,0,0.445522127487493,5,14
2,2,50,23,5,23,5,14,14,0,0.485393037699396,5,14
1,2,110,23,23,5,14,5,14,0,0.653304900679359,5,14
1,2,140,5,5,23,23,14,14,1,0.385226165020867,5,14
2,1,50,5,23,14,14,23,5,0,0.611117002750689,5,14
2,3,230,5,14,23,14,5,23,1,0.464975019924168,5,14
2,2,200,14,5,5,23,23,14,1,0.428892732437816,5,14
1,1,140,23,14,23,5,14,5,0,0.744830522849952,5,14
1,3,50,5,23,14,14,5,23,0,0.508699246627657,5,14
1,2,50,23,5,23,5,14,14,0,0.348634258130915,5,14
1,1,200,5,23,23,14,14,5,1,0.350569489182817,5,14
1,2,170,5,23,14,5,23,14,0,0.960478540171607,5,14
1,3,50,23,5,5,14,14,23,0,0.45434086705427,5,14
2,1,230,5,23,23,14,14,5,0,0.816259641211218,5,14
2,3,170,14,23,14,5,5,23,1,0.182126879295538,5,14
1,3,110,5,23,14,14,5,23,0,0.670105156314094,5,14
2,2,140,5,14,23,23,5,14,1,0.339967305757455,5,14
2,1,200,23,23,14,14,5,5,1,0.197884233319201,5,14
2,3,80,5,23,5,14,14,23,0,0.803780965696205,5,14
2,3,170,5,23,5,14,14,23,1,0.577706557796773,5,14
2,2,170,5,23,5,23,14,14,1,0.301626558997668,5,14
2,3,50,14,23,14,5,5,23,0,0.539467048616643,5,14
2,1,140,23,23,14,14,5,5,1,0.239463481753774,5,14
1,1,230,5,23,23,14,14,5,1,0.859315321573376,5,14
1,2,170,23,5,5,23,14,14,1,0.195244561735308,5,14
1,2,200,5,5,23,14,23,14,1,0.26312362220051,5,14
1,3,140,14,14,23,5,5,23,1,0.21509417301786,5,14
1,2,50,14,5,23,23,5,14,0,0.462955892391619,5,14
2,2,200,5,23,14,23,5,14,1,0.164895282778161,5,14
2,2,140,5,23,14,5,23,14,1,0.174791819674283,5,14
1,2,110,5,14,23,5,23,14,0,0.478733886709961,5,14
1,2,50,14,5,5,23,23,14,0,0.430648158671829,5,14
1,2,140,5,14,23,5,23,14,1,0.526550719536317,5,14
1,3,170,14,5,14,5,23,23,1,0.13046363513422,5,14
1,1,50,23,14,23,5,14,5,1,0.368402742813487,5,14
1,2,110,14,5,23,5,23,14,0,0.404293721898284,5,14
1,3,140,14,23,5,14,5,23,1,0.274165104285203,5,14
1,2,170,14,5,5,23,23,14,0,0.970152121022693,5,14
1,3,200,14,23,5,5,14,23,1,1.10797972060755,5,14
1,2,50,23,23,14,5,5,14,0,0.599914747144794,5,14
1,1,200,14,23,5,14,23,5,1,0.583614592262165,5,14
1,1,80,14,23,14,5,23,5,0,0.397507905145176,5,14
1,3,170,23,14,14,5,5,23,1,0.459419500457443,5,14
1,2,230,5,23,5,23,14,14,1,0.125281725086097,5,14
2,3,140,5,14,23,14,5,23,1,0.34525313604172,5,14
1,1,170,23,14,5,23,14,5,1,0.181101027053955,5,14
2,2,170,5,14,23,5,23,14,1,0.28507265153894,5,14
2,3,50,14,23,5,14,5,23,0,0.520901378928102,5,14
2,3,140,23,5,14,14,5,23,1,0.402841842980706,5,14
2,1,80,14,23,5,14,23,5,0,0.88078402129031,5,14
1,1,50,23,14,14,23,5,5,0,1.50263458895279,5,14
2,1,170,23,5,23,14,14,5,1,0.280541501630069,5,14
1,2,110,23,14,5,5,23,14,1,0.286443638440687,5,14
1,2,230,23,5,5,23,14,14,1,0.0723758680323954,5,14
